fnd_PConc,neigh_NridgHt,mas_vnr_type_Stone,neigh_NoRidge,extsecond_VinylSd,extfirst_VinylSd,ctrl_air_Y,zoning_RL,roof_style_Hip,gar_type_BuiltIn,neigh_StoneBr,roof_style_Gable,gar_type_None,zoning_RM,fnd_CBlock,gar_type_Detchd,mas_vnr_type_None,age_of_prop,SalePrice,OverallQual,GrLivArea,ExterQual,GarageArea,TotalBsmtSF,1stFlrSF,BsmtQual,FullBath,GarageFinish,TotRmsAbvGrd,FireplaceQu,YearRemodAdd,HeatingQC,BsmtFinSF1,BsmtExposure,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,BsmtFinType1,HalfBath,GarageQual,LotArea,GarageCond,Electrical,PavedDrive,BsmtFullBath,BsmtUnfSF,BsmtCond
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,9,160000,7,1252,3,462,600,624,4,2,1,4,0,2000,4,510,1,24.0,0,628,48,4,1,3,2160,3,4,2,1,90,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,83,136500,6,1694,2,576,1181,1390,3,2,1,7,4,1950,1,423,1,60.0,342,304,0,3,0,3,8400,3,4,2,0,758,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,41,146000,5,1200,2,884,864,1200,3,1,1,6,0,1998,3,661,2,71.0,0,0,64,6,1,3,9230,3,4,2,1,203,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,54,129000,5,936,2,308,936,936,3,1,3,4,0,2000,4,248,1,74.0,0,0,0,4,0,3,5868,3,4,2,1,448,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,176432,6,1314,3,440,1314,1314,4,2,2,6,4,2006,3,24,1,78.0,0,0,22,6,0,3,9317,3,4,2,0,1290,3
1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,93,127000,6,1355,2,0,684,773,3,1,0,7,0,2006,2,0,1,60.0,136,582,0,1,1,0,6882,0,4,2,0,684,3
0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,21,170000,8,1088,3,461,1074,1088,4,1,2,5,0,1986,4,0,1,62.7,0,0,74,1,1,3,3696,3,4,2,0,1074,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,73,128000,4,1324,2,240,672,757,3,1,1,6,0,1950,2,672,1,50.0,0,567,0,4,0,3,6000,3,4,2,0,0,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,31,157000,7,1601,2,478,1271,1601,4,2,2,7,3,1978,2,704,1,82.0,0,0,0,5,0,3,11880,3,4,2,0,567,3
0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,89,60000,2,438,2,246,290,438,3,1,1,3,0,1950,2,290,1,60.0,0,0,0,3,0,3,8400,3,2,0,0,0,2
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,36,119500,5,950,2,280,950,950,3,1,1,5,0,1971,2,412,1,61.0,0,0,0,4,0,3,9758,3,4,2,0,251,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,47,135000,5,1134,2,254,1010,1134,3,1,2,6,0,2002,4,588,1,70.0,0,0,16,3,0,3,7000,3,4,2,0,422,3
0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,47,159500,6,1194,2,539,655,1194,3,1,3,6,2,1959,4,655,2,79.0,0,0,0,5,0,3,8910,3,4,2,0,0,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,37,106000,5,1302,2,440,630,630,3,2,1,6,0,1970,2,0,1,24.0,0,672,0,1,1,3,2016,3,4,2,0,630,3
1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,16,325000,8,2622,3,712,1463,1500,5,2,2,9,3,1995,4,1032,3,98.0,186,1122,32,6,1,3,12256,3,4,2,1,431,3
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,17,179900,7,1442,3,719,910,1442,4,2,3,6,3,1991,3,738,2,114.0,0,0,244,6,0,3,10357,3,4,2,1,172,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,274725,7,2021,3,422,868,887,5,2,2,9,4,2006,4,0,1,168.0,0,1134,100,1,1,3,23257,3,4,2,0,868,4
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,7,181000,6,1690,2,463,924,948,4,2,2,7,3,2000,4,0,1,79.87755102040815,100,742,48,1,1,3,8063,3,4,2,0,924,3
1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,280000,8,1836,3,862,1836,1836,5,2,3,7,4,2005,4,1039,2,107.0,125,0,185,6,0,3,11362,3,4,2,1,797,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,13,188000,6,1658,2,431,773,773,4,2,3,8,3,1996,3,219,1,79.87755102040815,224,885,84,6,1,3,8000,3,4,2,1,554,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,32,205000,7,1964,2,483,803,1098,3,2,2,8,4,1976,2,403,1,80.0,0,866,69,5,1,3,10480,3,4,2,0,400,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,49,129900,5,816,2,308,816,816,3,1,1,5,0,1957,2,708,1,73.0,0,0,0,6,0,3,7100,3,3,2,1,108,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,54,134500,5,1008,2,240,1008,1008,3,1,1,6,0,2006,3,643,1,66.0,0,0,18,4,0,3,8923,3,4,2,1,365,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,52,117000,5,833,2,326,833,833,3,1,1,4,0,2000,4,415,1,90.0,0,0,0,3,0,3,5400,3,4,2,0,418,3
1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,318000,8,1734,3,928,1734,1734,5,2,2,7,4,2007,4,1004,1,93.0,0,0,0,6,0,3,12085,3,4,2,1,730,3
1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,7,184100,8,1419,3,527,408,779,4,2,3,7,3,2002,4,353,1,79.87755102040815,120,640,0,6,1,3,7750,3,4,2,1,55,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,41,130000,5,894,2,450,894,894,3,1,2,5,0,2003,4,702,1,57.0,0,0,0,4,0,3,9764,3,4,2,1,192,3
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,50,140000,5,1601,2,300,533,1021,3,1,2,6,0,1987,2,0,1,85.0,280,580,34,1,0,3,13825,3,4,2,0,533,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,47,133700,5,1040,2,286,1040,1040,3,1,2,6,0,1959,2,369,1,70.0,140,0,0,2,0,3,7560,3,3,2,0,671,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,87,118400,6,1012,2,308,1012,1012,3,1,1,6,4,1950,2,0,1,59.0,0,0,22,1,0,3,8263,3,3,2,0,1012,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,212900,7,1552,3,782,1552,1552,4,2,2,7,0,2006,4,24,3,84.0,144,0,20,6,0,3,10084,3,4,2,0,1528,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,53,112000,4,960,2,288,672,960,3,1,1,5,0,1956,4,0,1,68.21739130434783,64,0,0,1,0,3,8926,3,3,2,0,672,3
0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,62,118000,5,698,2,0,698,698,3,1,0,4,0,2008,4,0,1,50.0,0,0,200,1,0,0,9405,0,4,2,0,698,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,15,163900,7,1482,2,392,384,812,4,2,3,7,3,1992,3,0,1,79.87755102040815,100,670,25,1,1,3,9125,3,4,2,0,384,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,54,115000,4,1005,2,672,1005,1005,3,1,1,5,3,1955,2,0,1,60.0,0,0,0,1,0,2,10434,2,4,2,0,1005,3
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,174000,7,1555,3,660,1373,1555,4,2,3,7,3,2007,4,0,1,53.0,143,0,20,1,0,3,3684,3,4,2,0,1373,3
1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,3,259000,7,1530,3,630,1530,1530,4,2,3,7,4,2004,4,1300,3,182.0,144,0,36,6,0,3,14572,3,4,2,1,230,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,3,215000,7,1959,3,434,847,847,4,2,3,8,4,2005,4,0,3,59.0,100,1112,48,1,1,3,11796,3,4,2,0,847,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,27,140000,5,936,2,672,936,936,4,1,1,4,0,1980,2,936,4,60.0,49,0,0,6,0,3,7200,3,4,2,1,0,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,81,135000,4,1981,2,576,1122,1328,3,2,1,7,3,1950,2,622,1,65.0,431,653,44,4,0,3,7804,3,4,2,1,500,3
1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,16,93500,5,974,2,0,974,974,4,1,0,5,0,1992,2,212,2,63.0,0,0,28,4,0,0,10712,0,4,2,0,762,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,127,117500,6,2210,2,205,1008,1178,3,2,1,8,0,1950,2,0,2,90.0,0,1032,48,1,0,2,9900,3,4,0,0,1008,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,14,239500,8,2020,3,466,1128,1142,4,2,2,8,3,1995,4,584,1,80.0,0,878,155,6,1,3,9828,3,4,2,0,544,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,10,169000,6,1600,2,460,916,916,4,2,3,7,3,1997,3,0,3,57.0,100,684,38,1,1,3,8773,3,4,2,0,916,3
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,81,102000,6,986,2,180,960,986,3,1,1,5,4,1950,2,0,1,60.0,0,0,128,1,0,3,6180,3,4,2,0,960,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,58,119000,6,1252,2,288,1032,1032,3,1,1,6,0,1950,2,280,1,80.0,0,220,0,4,0,3,9600,3,3,2,0,752,3
0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,135,94000,5,1020,2,0,780,780,3,1,0,6,0,1996,3,0,1,54.0,0,240,0,1,0,0,6342,0,4,0,0,780,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,32,196000,6,1567,2,714,1567,1567,3,2,2,5,3,1977,2,1567,4,70.08333333333333,264,0,32,5,0,3,9819,3,4,2,1,0,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,87,144000,5,1167,2,495,915,1167,3,1,1,6,4,1950,2,645,1,98.0,0,0,0,4,0,3,8731,3,4,2,0,270,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,57,139000,5,952,2,840,952,952,3,1,1,4,0,1951,2,852,2,60.0,0,0,0,5,0,3,7350,3,4,2,1,100,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,33,197500,5,1868,2,484,780,1088,3,2,1,9,3,1976,4,381,1,81.28888888888889,448,780,96,5,1,3,10304,3,4,2,1,399,3
1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,424870,8,2828,3,1052,1466,1466,5,3,2,11,3,2007,4,1150,4,77.0,125,1362,144,6,0,3,9965,3,4,2,1,316,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,49,80000,5,1006,2,0,1006,1006,3,1,0,5,0,1959,2,288,1,74.4375,0,0,24,6,0,0,9000,0,4,2,0,718,3
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,69,80000,4,924,2,280,672,672,4,1,1,5,0,1950,1,348,1,60.0,0,252,0,4,0,3,12180,3,3,2,1,324,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,78,149000,5,1576,2,225,1042,1042,3,1,1,8,4,1950,4,0,1,52.0,0,534,0,1,0,3,6240,3,4,2,0,1042,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,21,180000,6,1298,3,403,1298,1298,4,2,1,5,3,1985,2,1258,1,71.5,165,0,26,6,0,3,11200,3,4,2,1,40,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,68,174500,7,1564,2,234,704,860,3,1,1,7,4,1950,4,275,1,75.0,0,704,0,3,1,3,12000,3,4,2,0,429,3
1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,82,116900,7,1111,2,288,572,572,3,1,1,5,4,1950,2,0,1,62.788990825688074,0,539,0,1,0,3,5700,3,4,2,0,572,3
1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,89,143000,7,1482,2,324,650,832,3,1,1,7,0,1988,4,624,1,50.0,0,650,0,5,0,3,9000,3,4,2,0,26,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,57,124000,6,932,2,306,932,932,3,1,1,4,4,1950,4,0,1,57.0,0,0,0,1,0,3,8280,3,3,2,0,932,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,47,149900,5,1466,2,528,1466,1466,3,1,3,6,4,1959,2,176,1,134.0,0,0,140,4,1,3,17755,3,4,2,0,1290,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,50,230000,6,1811,2,470,1073,1811,3,1,3,6,4,2004,4,296,1,90.0,0,0,0,5,0,3,14115,3,4,2,0,230,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,78,120500,6,816,3,432,816,816,3,1,1,5,0,2007,4,538,3,62.5,0,0,0,5,0,3,5890,3,4,2,0,278,3
0,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,43,201800,7,1820,2,492,864,902,3,1,1,8,4,1988,2,454,4,76.46236559139786,60,918,84,5,2,3,13700,3,4,2,0,410,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,31,218000,5,1437,3,528,1437,1437,4,2,2,6,2,2004,2,1157,4,90.0,0,0,21,5,0,3,10768,3,4,2,1,280,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,43,179900,5,1265,2,502,1219,1265,3,2,2,6,4,1999,3,633,4,85.0,0,0,92,5,0,3,9350,3,4,2,0,586,3
1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,230000,7,1314,3,626,1314,1314,4,2,2,6,4,2008,4,904,1,34.0,172,0,62,6,0,3,5001,3,4,2,1,410,3
1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,235128,8,1580,3,830,1580,1580,4,2,2,7,0,2008,4,0,1,92.0,0,0,24,1,0,3,11932,3,4,2,0,1580,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,34,185000,6,1876,3,540,901,943,3,2,2,8,3,1974,2,442,1,76.0,0,933,69,5,1,4,9120,3,4,2,0,459,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,32,146000,6,1456,2,440,855,855,4,2,1,7,3,1978,1,311,1,24.0,26,601,0,5,1,3,2280,3,4,2,0,544,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,54,224000,6,1640,3,924,1296,1640,3,1,1,7,4,2006,4,728,1,71.8048780487805,108,0,0,4,0,3,14778,3,4,2,1,568,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,39,129000,5,894,2,450,894,894,4,1,3,5,1,1968,3,492,1,109.0,0,0,0,4,0,3,8724,3,4,2,0,402,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,39,108959,4,1258,2,400,1198,1258,4,0,1,6,0,1969,2,1198,3,60.0,120,0,0,6,2,2,12900,3,4,2,2,0,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,29,194000,5,1432,2,588,1360,1432,4,1,1,5,3,1978,4,680,4,59.714285714285715,168,0,180,5,1,3,16157,3,4,2,1,289,3
1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,233170,7,1502,3,644,1502,1502,4,2,2,7,0,2009,4,0,1,79.0,0,0,114,1,0,3,9541,3,4,2,0,1502,3
1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,2,245350,8,1694,3,776,1694,1694,4,2,2,7,0,2008,4,0,3,64.0,160,0,33,1,0,3,10475,3,4,2,0,1694,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,6,173000,6,1671,2,472,959,959,4,2,3,7,3,2000,4,786,1,58.0,0,712,38,6,1,3,10852,3,4,2,1,173,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,73,235000,6,2108,2,540,1127,1236,3,2,1,7,3,1986,4,626,1,120.0,0,872,0,3,0,3,13728,3,4,2,0,501,3
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,11,625000,10,3627,3,807,1930,1831,5,3,3,10,3,1996,4,1387,4,118.0,361,1796,76,6,1,3,35760,3,4,2,1,543,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,31,171000,6,1118,2,358,1096,1118,3,1,3,6,1,1977,2,522,3,76.0,203,0,0,5,0,3,9880,3,4,2,1,574,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,50,163000,6,1261,2,433,1261,1261,3,1,2,6,3,1958,4,662,1,76.0,0,0,0,5,0,3,9120,3,4,2,1,599,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,171900,7,1250,3,625,625,625,4,2,3,5,0,2007,4,0,1,35.0,0,625,54,1,1,3,4017,3,4,2,0,625,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,61,200500,5,3086,2,0,1598,1636,3,3,0,12,4,1994,2,152,1,138.0,122,971,0,3,0,0,18030,0,4,2,0,977,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,74,239000,6,2345,2,360,952,1170,4,2,1,9,4,1950,2,503,1,80.0,0,1175,0,3,1,3,16560,3,4,2,0,449,3
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,15,285000,8,2872,3,541,1683,2129,4,2,3,9,3,2000,4,700,1,85.0,0,743,33,6,1,3,10678,3,4,2,0,983,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,24,119500,5,923,2,264,876,923,3,1,1,5,0,1985,2,658,1,37.0,362,0,0,5,0,3,6951,3,4,2,1,218,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,83,115000,6,1224,2,210,818,818,3,1,1,5,0,2004,2,468,1,62.788990825688074,0,406,0,3,0,3,3950,3,4,0,0,350,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,88,154900,5,1343,2,186,731,820,3,1,1,7,4,1950,4,0,1,54.0,192,523,0,1,1,2,7681,3,4,2,0,731,3
0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,52,93000,5,1124,2,0,0,1124,0,1,0,5,4,1954,3,0,0,77.0,0,0,36,0,0,0,8335,0,4,0,0,0,0
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,16,250000,7,2514,2,693,1216,1298,4,2,3,8,0,1991,4,1216,1,80.13333333333334,0,1216,0,2,1,3,11170,3,4,2,0,0,3
1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,392500,8,1652,4,482,1600,1652,5,2,3,5,4,2008,4,1480,4,64.0,162,0,53,6,0,3,5587,3,4,2,1,120,3
1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,11,745000,10,4476,3,813,2396,2411,5,3,3,10,3,1996,4,2096,3,160.0,171,2065,78,6,1,3,15623,3,4,2,1,300,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,86,120000,5,1130,2,720,1120,1130,3,1,1,5,4,1950,4,821,1,60.0,229,0,0,3,0,3,10800,3,4,2,1,299,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,44,186700,5,1572,2,995,1572,1572,3,1,2,5,3,1963,3,1159,4,50.0,0,0,263,3,1,3,35133,3,4,2,1,413,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,82,104900,5,1221,2,392,784,949,3,1,1,7,0,1950,3,392,1,60.0,0,272,0,4,0,3,9738,3,4,2,1,392,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,109,95000,3,1699,2,420,978,1014,2,2,1,7,0,1970,2,440,2,107.0,0,685,74,4,0,2,10615,2,4,2,1,538,3
1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,12,262000,8,1624,3,757,1624,1624,4,2,2,5,2,1995,4,1456,1,89.0,0,0,114,6,0,3,12461,3,4,2,1,168,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,7,195000,7,1660,3,493,831,831,4,2,2,7,0,2002,4,0,1,68.0,144,829,68,1,1,3,8935,3,4,2,0,831,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,11,189000,7,1804,2,442,994,1028,3,2,3,7,3,1999,3,0,1,60.0,140,776,60,1,1,3,7500,3,4,2,0,994,3
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,46,168000,4,1622,2,1356,1249,1622,3,1,3,7,3,1975,4,1159,3,70.08333333333333,439,0,0,4,0,3,32463,3,4,2,1,90,3
1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,8,174000,8,1441,3,492,776,764,4,2,1,5,0,2000,4,0,1,24.0,206,677,0,1,1,3,2645,3,4,2,0,776,3
1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,82,125000,5,1472,2,250,702,842,3,1,1,6,0,1994,3,0,2,60.0,0,630,0,1,0,3,9600,2,4,1,0,702,3
1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,10,165000,6,1224,2,402,1224,1224,5,2,3,5,0,1999,4,883,1,70.08333333333333,0,0,304,6,0,3,4500,3,4,2,1,341,3
0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,41,158000,6,1352,2,299,663,663,3,1,3,7,0,1969,2,371,1,80.0,379,689,36,5,1,3,9364,3,4,2,0,292,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,3,176000,6,1456,2,400,728,728,4,2,3,8,0,2005,4,0,1,51.0,100,728,24,1,1,3,8029,3,4,2,0,728,3
1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,219210,7,1863,3,660,879,879,4,2,3,9,4,2006,4,0,3,58.0,100,984,17,1,1,3,14054,3,4,2,0,879,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,90,144000,7,1690,2,225,815,815,3,1,1,7,4,1950,4,0,1,65.0,0,875,0,1,0,3,8850,3,4,2,0,815,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,8,178000,7,1212,3,573,1212,1212,4,2,2,6,0,2001,4,0,1,70.0,356,0,0,1,0,3,9100,3,4,2,0,1212,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,43,148000,4,1382,2,459,1051,1382,3,1,1,6,1,1979,3,547,1,75.0,0,0,82,3,1,3,11235,3,4,2,0,504,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,36,116050,4,864,2,280,864,864,3,1,1,5,0,1970,3,0,1,71.0,0,0,0,1,0,3,9353,3,4,2,0,864,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,11,197900,7,1779,2,546,866,866,4,2,2,6,0,1998,4,0,3,80.0,198,913,36,1,1,3,10400,3,4,2,0,866,3
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,84,117000,5,1348,2,216,884,884,3,1,1,5,2,1997,4,0,1,50.0,0,464,0,1,0,3,6000,3,4,0,1,884,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,9,213000,7,1630,3,451,1630,1630,4,2,1,6,3,2001,4,0,1,75.0,74,0,234,1,0,3,9750,3,4,2,0,1630,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,31,153500,5,1074,2,495,1056,1074,4,1,2,6,0,1975,4,788,1,78.0,0,0,88,5,1,3,10140,3,4,2,1,268,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,19,271900,7,2196,3,701,2158,2196,4,2,2,7,3,1991,3,485,2,90.0,84,0,70,5,0,3,14684,3,4,2,0,1496,3
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,40,107000,4,1056,2,384,1056,1056,3,1,1,5,0,1966,2,1056,1,71.5,0,0,42,3,0,3,8900,3,4,2,1,0,3
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,3,200000,6,1700,3,544,1682,1700,4,2,2,7,0,2003,4,340,3,70.0,192,0,23,6,0,3,9135,3,4,2,1,1342,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,46,140000,5,1283,2,506,931,1283,3,1,1,6,0,1980,2,504,1,70.0,0,0,0,3,0,3,7763,3,4,2,1,319,3
1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,290000,8,1660,3,500,1660,1660,5,2,2,8,4,2006,4,1220,2,85.0,322,0,50,6,0,3,10182,3,4,2,1,440,3
1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,18,189000,6,1845,3,462,1055,1055,4,2,2,8,3,1992,4,0,1,70.0,635,790,104,1,1,3,11218,3,4,2,0,1055,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,22,164000,8,1752,3,492,559,1080,4,2,2,8,0,2005,3,427,3,152.0,325,672,12,6,0,3,12134,3,4,2,0,132,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,68,113000,4,672,2,234,672,672,3,1,1,4,0,1950,2,344,1,50.0,0,0,113,3,0,3,9340,3,4,0,1,328,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,1,41,145000,4,960,2,364,648,960,3,0,1,3,0,2001,4,648,3,74.4375,88,0,0,6,0,3,10246,3,4,2,1,0,4
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,44,134500,5,999,2,300,925,999,3,1,1,6,0,1962,2,784,3,69.0,150,0,72,4,0,3,10205,3,4,2,1,141,3
0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1,41,125000,5,894,2,384,894,894,3,1,2,5,0,1966,2,180,1,99.0,0,0,0,3,0,3,7094,3,4,2,0,340,3
0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,32,112000,6,1902,2,539,0,1318,0,2,1,8,0,1978,2,0,0,68.0,0,584,0,0,0,3,8930,3,4,2,0,0,0
1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,229456,8,1314,3,552,1300,1314,4,2,2,6,0,2009,4,936,2,72.0,135,0,112,6,0,3,8640,3,4,2,1,364,3
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,59,80500,4,912,2,0,0,672,0,1,0,3,0,1950,3,0,0,52.0,0,240,0,0,0,0,6240,0,4,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,35,91500,6,1218,2,0,672,672,3,1,0,7,0,1971,2,0,1,21.0,201,546,0,1,1,0,1680,0,4,0,0,672,3
0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,42,115000,5,912,2,288,912,912,3,1,1,5,0,1964,2,312,1,66.0,0,0,0,3,0,3,7800,3,4,2,0,0,3
0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,40,134000,5,1211,2,322,952,1211,3,1,1,5,3,1968,4,250,1,55.0,0,0,63,4,0,3,8250,3,4,2,0,210,3
